date,game_id,status,home_team,home_team_id,home_score,home_outcome,visitor_team,visitor_team_id,visitor_score,visitor_outcome,home_conference,visitor_conference,time,overtime,is_shootout_win
2025-12-03,66699,FINAL,Holderness,4173,63.0,1.0,Groton,4544,29.0,0.0,Independent,ISL,4:00 P.M.,,0
2025-12-03,66705,FINAL,Portsmouth Abbey,4320,37.0,0.0,Middlesex,4248,56.0,1.0,EIL,ISL,,,0
2025-12-05,66665,UPCOMING,Muniz,5018,,,Boston Collegiate,4592,,,Boston City,Charter School Athletic,4:00 P.M.,,0
2025-12-05,66702,FINAL,Middlesex,4248,29.0,0.0,Concord Academy,4096,41.0,1.0,ISL,EIL,,,0
2025-12-06,65832,UPCOMING,Archbishop Williams,4012,,,Newton North,4279,,,Catholic Central,Bay State,10:15 A.M.,,0
2025-12-06,65854,UPCOMING,Archbishop Williams,4012,,,Milton,4252,,,Catholic Central,Bay State,10:15 A.M.,,0
2025-12-06,66670,UPCOMING,Excel Academy,4969,,,Boston Prep,4655,,,Charter School Athletic,Charter School Athletic,10:00 A.M.,,0
2025-12-06,66905,FINAL,Nobles,4282,38.0,0.0,Tilton,4391,42.0,1.0,ISL,Independent,,,0
2025-12-06,67104,FINAL,Middlesex,4248,60.0,1.0,Deerfield,4110,24.0,0.0,ISL,Independent,,,0
2025-12-06,67107,FINAL,Pingree,4312,38.0,1.0,Portsmouth Abbey,4320,22.0,0.0,EIL,EIL,3:30 P.M.,,0
2025-12-06,67206,FINAL,Brewster Academy,4052,50.0,1.0,Lawrence Academy,4204,45.0,0.0,Independent,ISL,,,0
2025-12-06,67293,UPCOMING,Muniz,5018,,,Charlestown,4084,,,Boston City,Boston City,5:00 P.M.,,0
2025-12-07,67475,FINAL,Tabor,4384,73.0,1.0,St. George’s,4367,51.0,0.0,ISL,ISL,,,0
2025-12-07,67482,FINAL,Greenwich CD (Conn.),5041,37.0,0.0,Lawrence Academy,4204,46.0,1.0,Independent,ISL,,,0
2025-12-08,65868,UPCOMING,Abington,4002,,,Weymouth,4425,,,South Shore,Bay State,5:15 P.M.,,0
2025-12-08,66224,UPCOMING,Mystic Valley,4264,,,Chelsea,4086,,,Commonwealth,Greater Boston,4:30 P.M.,,0
2025-12-08,66625,UPCOMING,Mansfield,4230,,,Norton,4295,,,Hockomock,Tri-Valley,3:15 P.M.,,0
2025-12-09,65781,UPCOMING,Framingham,4143,,,Waltham,4405,,,Bay State,Dual County,6:00 P.M.,,0
2025-12-09,65825,UPCOMING,Natick,4270,,,Medfield,4241,,,Bay State,Tri-Valley,5:00 P.M.,,0
2025-12-09,65835,UPCOMING,Newton North,4279,,,Arlington,4013,,,Bay State,Middlesex,4:15 P.M.,,0
2025-12-09,65856,UPCOMING,Dedham,4108,,,Milton,4252,,,Tri-Valley,Bay State,5:30 P.M.,,0
2025-12-09,66525,UPCOMING,Westwood,4424,,,Fontbonne,4447,,,Tri-Valley,Catholic Conference,5:30 P.M.,,0
2025-12-09,66540,UPCOMING,Bellingham,4033,,,Attleboro,4018,,,Tri-Valley,Hockomock,6:00 P.M.,,0
2025-12-09,66617,UPCOMING,Millis,4251,,,Westborough,4418,,,Tri-Valley,Mid-Wach,6:00 P.M.,,0
2025-12-09,67355,UPCOMING,Belmont,4034,,,Boston United,4798,,,Middlesex,Boston City,4:15 P.M.,,0
2025-12-10,66219,UPCOMING,Greater Lawrence,4154,,,Winthrop,4437,,,Commonwealth,Northeastern,5:30 P.M.,,0
2025-12-10,66593,UPCOMING,Bishop Feehan,4042,,,Medfield,4241,,,Catholic Central,Tri-Valley,4:45 P.M.,,0
2025-12-10,66885,UPCOMING,Oakmont,4299,,,Westford,4421,,,Mid-Wach,Dual County,6:00 P.M.,,0
2025-12-10,67409,UPCOMING,Wareham,4407,,,Greater New Bedford,4156,,,Mayflower,South Coast,4:30 P.M.,,0
2025-12-10,68670,UPCOMING,Middleborough,4247,,,Taunton,4388,,,South Shore,Hockomock,5:00 P.M.,,0
2025-12-10,68686,UPCOMING,Cohasset,4094,,,Hanover,4164,,,South Shore,Patriot,4:00 P.M.,,0
2025-12-10,68690,UPCOMING,West Bridgewater,4415,,,Hull,4184,,,South Coast,South Shore,4:30 P.M.,,0
2025-12-10,68723,FINAL,Thayer,4390,52.0,0.0,St. Mark’s,4372,59.0,1.0,ISL,ISL,3:30 P.M.,,0
2025-12-10,69376,FINAL,Lawrence Academy,4204,59.0,1.0,Brooks,4060,57.0,0.0,ISL,ISL,,,0
2025-12-10,69557,FINAL,Rivers,4330,56.0,1.0,Groton,4544,26.0,0.0,ISL,ISL,,,0
2025-12-11,65865,FINAL,Weymouth,4425,35.0,0.0,Needham,4272,72.0,1.0,Bay State,Bay State,6:45 P.M.,,0
2025-12-11,65955,FINAL,Central Catholic,4081,49.0,0.0,Masconomet,4236,51.0,1.0,Merrimack Valley,Northeastern,7:00 P.M.,,0
2025-12-11,66657,FINAL,South Shore Charter,4589,37.0,1.0,Argosy Collegiate,5032,33.0,0.0,Charter School Athletic,Charter School Athletic,3:15 P.M.,,0
2025-12-11,66680,FINAL,Excel Academy,4969,26.0,0.0,Collegiate Charter,4986,44.0,1.0,Charter School Athletic,Charter School Athletic,3:30 P.M.,,0
2025-12-11,66774,FINAL,Acton-Boxborough,4003,66.0,1.0,Shrewsbury,4348,42.0,0.0,Dual County,Mid-Wach,6:00 P.M.,,0
2025-12-11,66805,UPCOMING,Lincoln-Sudbury,4211,,,Hopkinton,4180,,,Dual County,Tri-Valley,4:00 P.M.,,0
2025-12-11,66904,FINAL,Weston,4423,18.0,0.0,Wayland,4411,35.0,1.0,Dual County,Dual County,6:00 P.M.,,0
2025-12-11,67147,FINAL,Muniz,5018,26.0,1.0,MATCH Charter,4594,22.0,0.0,Boston City,Charter School Athletic,5:00 P.M.,,0
2025-12-11,67152,FINAL,Pacific Rim Charter,4478,12.0,0.0,Neighborhood House Charter,5035,55.0,1.0,Charter School Athletic,Charter School Athletic,5:00 P.M.,,0
2025-12-11,67176,FINAL,Pioneer Charter II,4964,21.0,0.0,Prospect Hill,4593,68.0,1.0,Charter School Athletic,Charter School Athletic,4:15 P.M.,,0
2025-12-11,67180,FINAL,Roxbury Prep,4847,13.0,0.0,Randolph,4327,33.0,1.0,Charter School Athletic,South Shore,5:00 P.M.,,0
2025-12-11,67197,FINAL,Maimonides,4473,47.0,1.0,Brooke Charter,5071,46.0,0.0,Independent,Charter School Athletic,6:30 P.M.,,0
2025-12-11,67221,FINAL,Atlantis Charter,4818,41.0,1.0,Avon,4460,14.0,0.0,Independent,Mayflower,3:30 P.M.,,0
2025-12-11,67226,FINAL,Rockland,4331,49.0,1.0,Calvary Chapel,4828,24.0,0.0,South Shore,Independent,4:00 P.M.,,0
2025-12-11,67237,UPCOMING,King Philip,4197,,,Fontbonne,4447,,,Hockomock,Catholic Conference,6:00 P.M.,,0
2025-12-11,67448,FINAL,Old Colony,4300,21.0,0.0,Tri-County,4392,34.0,1.0,Mayflower,Mayflower,5:00 P.M.,,0
2025-12-11,68453,UPCOMING,Bourne,4050,,,Carver,4077,,,South Coast,South Shore,5:30 P.M.,,0
2025-12-11,68537,UPCOMING,Nantucket,4265,,,Monomoy,4706,,,Cape & Islands,Cape & Islands,5:00 P.M.,,0
2025-12-11,68602,UPCOMING,Quincy,4326,,,Oliver Ames,4302,,,Patriot,Hockomock,4:00 P.M.,,0
2025-12-11,68642,UPCOMING,Whitman-Hanson,4427,,,Norwell,4296,,,Patriot,South Shore,6:00 P.M.,,0
2025-12-11,68750,FINAL,Notre Dame (Worcester),4451,15.0,0.0,Leominster,4208,63.0,1.0,Independent,Mid-Wach,6:00 P.M.,,0
2025-12-11,69052,UPCOMING,Maynard,4239,,,Chelmsford,4085,,,Mid-Wach,Merrimack Valley,4:00 P.M.,,0
2025-12-11,69057,FINAL,Mahar,4226,40.0,1.0,Narragansett,4266,34.0,0.0,Independent,Mid-Wach,7:00 P.M.,,0
2025-12-11,69458,FINAL,Lenox,4532,33.0,0.0,Lee,4206,61.0,1.0,Independent,Independent,,,0
2025-12-11,69464,FINAL,Quaboag,4510,26.0,0.0,Hudson,4182,59.0,1.0,Independent,Mid-Wach,,,0
