date,game_id,status,home_team,home_team_id,home_score,home_outcome,visitor_team,visitor_team_id,visitor_score,visitor_outcome,home_conference,visitor_conference,time,overtime,is_shootout_win
2024-09-03,5150,UPCOMING,Chicopee Comprehensive,4089,,,Westfield,4419,,,Valley,Valley,3:45 P.M.,,0
2024-09-03,40797,FINAL,Westfield Tech,4420,29.0,0.0,Smith Voc.,4539,26.0,1.0,Pioneer,Pioneer,,,0
2024-09-04,5078,FINAL,Braintree,4051,45.0,0.0,Natick,4270,15.0,1.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,5164,UPCOMING,Durfee,4122,,,Diman,4115,,,Big Three,Mayflower,4:00 P.M.,,0
2024-09-04,5185,FINAL,Framingham,4143,40.0,0.0,Walpole,4404,19.0,1.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,7139,FINAL,Wellesley,4413,36.0,0.0,Natick,4270,19.0,1.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,7197,FINAL,Newton North,4279,15.0,1.0,Milton,4252,50.0,0.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,7199,FINAL,Newton North,4279,19.0,1.0,Weymouth,4425,42.0,0.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,7246,FINAL,Braintree,4051,47.0,0.0,Wellesley,4413,16.0,1.0,Bay State,Bay State,4:00 P.M.,,0
2024-09-04,7270,FINAL,Milton,4252,34.0,0.0,Weymouth,4425,21.0,1.0,Bay State,Bay State,4:30 P.M.,,0
2024-09-04,7494,FINAL,Parker Charter,4483,15.0,1.0,Bay Path,4027,50.0,0.0,Colonial,Colonial,3:30 P.M.,,0
2024-09-04,8680,FINAL,Danvers,4103,31.0,0.0,Beverly,4038,28.0,1.0,Northeastern,Northeastern,,,0
2024-09-04,8681,FINAL,Swampscott,4383,34.0,0.0,Beverly,4038,23.0,1.0,Northeastern,Northeastern,,,0
2024-09-04,8685,FINAL,Salem,4336,45.0,0.0,Marblehead,4231,15.0,1.0,Northeastern,Northeastern,4:00 P.M.,,0
2024-09-04,41079,FINAL,Hampshire,4518,50.0,0.0,McCann Tech,4240,15.0,1.0,Pioneer,Pioneer,,,0
2024-09-04,43752,FINAL,West Bridgewater,4415,0.0,2.0,South Shore Voc-Tech,4356,0.0,2.0,South Coast,Mayflower,,,0
