sport,league,conference,team,team_url
baseball,Bay State Conference,Carey,Brookline,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brookline&sport=baseball
baseball,Bay State Conference,Carey,Framingham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=framingham&sport=baseball
baseball,Bay State Conference,Carey,Natick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=natick&sport=baseball
baseball,Bay State Conference,Carey,Newton North,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newton-north&sport=baseball
baseball,Bay State Conference,Carey,Wellesley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wellesley&sport=baseball
baseball,Bay State Conference,Herget,Braintree,https://www.bostonglobe.com/sports/high-schools/schedule/?school=braintree&sport=baseball
baseball,Bay State Conference,Herget,Milton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=milton&sport=baseball
baseball,Bay State Conference,Herget,Needham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=needham&sport=baseball
baseball,Bay State Conference,Herget,Walpole,https://www.bostonglobe.com/sports/high-schools/schedule/?school=walpole&sport=baseball
baseball,Bay State Conference,Herget,Weymouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=weymouth&sport=baseball
baseball,Bi-County,,Gateway,https://www.bostonglobe.com/sports/high-schools/schedule/?school=gateway&sport=baseball
baseball,Bi-County,,Hampshire,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hampshire&sport=baseball
baseball,Bi-County,,Monson,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monson&sport=baseball
baseball,Bi-County,,Palmer,https://www.bostonglobe.com/sports/high-schools/schedule/?school=palmer&sport=baseball
baseball,Bi-County,,Southwick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=southwick&sport=baseball
baseball,Bi-County,,Springfield Sci-Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=springfield-sci-tech&sport=baseball
baseball,Bi-County,,Ware,https://www.bostonglobe.com/sports/high-schools/schedule/?school=ware&sport=baseball
baseball,Big Three,,Brockton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brockton&sport=baseball
baseball,Big Three,,Durfee,https://www.bostonglobe.com/sports/high-schools/schedule/?school=durfee&sport=baseball
baseball,Big Three,,New Bedford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=new-bedford&sport=baseball
baseball,Boston City League,North,Boston International,https://www.bostonglobe.com/sports/high-schools/schedule/?school=boston-international&sport=baseball
baseball,Boston City League,North,East Boston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=east-boston&sport=baseball
baseball,Boston City League,North,Madison Park,https://www.bostonglobe.com/sports/high-schools/schedule/?school=madison-park&sport=baseball
baseball,Boston City League,North,New Mission,https://www.bostonglobe.com/sports/high-schools/schedule/?school=new-mission&sport=baseball
baseball,Boston City League,North,O’Bryant,https://www.bostonglobe.com/sports/high-schools/schedule/?school=obryant&sport=baseball
baseball,Boston City League,South,Brighton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brighton&sport=baseball
baseball,Boston City League,South,Charlestown,https://www.bostonglobe.com/sports/high-schools/schedule/?school=charlestown&sport=baseball
baseball,Boston City League,South,English High,https://www.bostonglobe.com/sports/high-schools/schedule/?school=english-high&sport=baseball
baseball,Boston City League,South,Latin Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=latin-academy&sport=baseball
baseball,Boston City League,South,Snowden,https://www.bostonglobe.com/sports/high-schools/schedule/?school=snowden&sport=baseball
baseball,Boston City League,South,South Boston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=south-boston&sport=baseball
baseball,Boston City League,South,TechBoston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=techboston&sport=baseball
baseball,Cape & Islands,Atlantic,Dennis-Yarmouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dennis-yarmouth&sport=baseball
baseball,Cape & Islands,Atlantic,Falmouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=falmouth&sport=baseball
baseball,Cape & Islands,Atlantic,Martha’s Vineyard,https://www.bostonglobe.com/sports/high-schools/schedule/?school=marthas-vineyard&sport=baseball
baseball,Cape & Islands,Atlantic,Nantucket,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nantucket&sport=baseball
baseball,Cape & Islands,Atlantic,Nauset,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nauset&sport=baseball
baseball,Cape & Islands,Atlantic,Sandwich,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sandwich&sport=baseball
baseball,Cape & Islands,Lighthouse,Monomoy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monomoy&sport=baseball
baseball,Cape & Islands,Lighthouse,Rising Tide Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=rising-tide-charter&sport=baseball
baseball,Cape & Islands,Lighthouse,St. John Paul II,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-john-paul-ii&sport=baseball
baseball,Cape & Islands,Lighthouse,Sturgis East,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sturgis-east&sport=baseball
baseball,Cape & Islands,Lighthouse,Sturgis West,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sturgis-west&sport=baseball
baseball,Cape Ann,Baker,Amesbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=amesbury&sport=baseball
baseball,Cape Ann,Baker,Georgetown,https://www.bostonglobe.com/sports/high-schools/schedule/?school=georgetown&sport=baseball
baseball,Cape Ann,Baker,Hamilton-Wenham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hamilton-wenham&sport=baseball
baseball,Cape Ann,Baker,Ipswich,https://www.bostonglobe.com/sports/high-schools/schedule/?school=ipswich&sport=baseball
baseball,Cape Ann,Baker,Manchester Essex,https://www.bostonglobe.com/sports/high-schools/schedule/?school=manchester-essex&sport=baseball
baseball,Cape Ann,Baker,Rockport,https://www.bostonglobe.com/sports/high-schools/schedule/?school=rockport&sport=baseball
baseball,Cape Ann,Kinney,Essex Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=essex-tech&sport=baseball
baseball,Cape Ann,Kinney,Lynnfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynnfield&sport=baseball
baseball,Cape Ann,Kinney,Newburyport,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newburyport&sport=baseball
baseball,Cape Ann,Kinney,North Reading,https://www.bostonglobe.com/sports/high-schools/schedule/?school=north-reading&sport=baseball
baseball,Cape Ann,Kinney,Pentucket,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pentucket&sport=baseball
baseball,Cape Ann,Kinney,Triton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=triton&sport=baseball
baseball,Catholic Central,Large,Archbishop Williams,https://www.bostonglobe.com/sports/high-schools/schedule/?school=archbishop-williams&sport=baseball
baseball,Catholic Central,Large,Arlington Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=arlington-catholic&sport=baseball
baseball,Catholic Central,Large,Bishop Feehan,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-feehan&sport=baseball
baseball,Catholic Central,Large,Bishop Fenwick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-fenwick&sport=baseball
baseball,Catholic Central,Large,Cardinal Spellman,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cardinal-spellman&sport=baseball
baseball,Catholic Central,Large,St. Mary’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-marys&sport=baseball
baseball,Catholic Central,Small,Bishop Stang,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-stang&sport=baseball
baseball,Catholic Central,Small,Cathedral,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cathedral&sport=baseball
baseball,Catholic Conference,,BC High,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bc-high&sport=baseball
baseball,Catholic Conference,,Catholic Memorial,https://www.bostonglobe.com/sports/high-schools/schedule/?school=catholic-memorial&sport=baseball
baseball,Catholic Conference,,Malden Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=malden-catholic&sport=baseball
baseball,Catholic Conference,,St. John’s (Shrewsbury),https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-johns-shrewsbury&sport=baseball
baseball,Catholic Conference,,St. John’s Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-johns-prep&sport=baseball
baseball,Catholic Conference,,Xaverian,https://www.bostonglobe.com/sports/high-schools/schedule/?school=xaverian&sport=baseball
baseball,Charter School Athletic,,Boston Collegiate,https://www.bostonglobe.com/sports/high-schools/schedule/?school=boston-collegiate&sport=baseball
baseball,Charter School Athletic,,Boston Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=boston-prep&sport=baseball
baseball,Charter School Athletic,,Brooke Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brooke-charter&sport=baseball
baseball,Charter School Athletic,,Excel Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=excel-academy&sport=baseball
baseball,Charter School Athletic,,Neighborhood House Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=neighborhood-house-charter&sport=baseball
baseball,Charter School Athletic,,New Heights Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=new-heights-charter&sport=baseball
baseball,Charter School Athletic,,Roxbury Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=roxbury-prep&sport=baseball
baseball,Charter School Athletic,,Salem Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=salem-academy&sport=baseball
baseball,Commonwealth,Lower,Greater Lawrence,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greater-lawrence&sport=baseball
baseball,Commonwealth,Lower,KIPP,https://www.bostonglobe.com/sports/high-schools/schedule/?school=kipp&sport=baseball
baseball,Commonwealth,Lower,Lynn Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-tech&sport=baseball
baseball,Commonwealth,Lower,Minuteman,https://www.bostonglobe.com/sports/high-schools/schedule/?school=minuteman&sport=baseball
baseball,Commonwealth,Lower,Mystic Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mystic-valley&sport=baseball
baseball,Commonwealth,Lower,Nashoba Valley Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nashoba-valley-tech&sport=baseball
baseball,Commonwealth,Lower,Notre Dame Cristo Rey,https://www.bostonglobe.com/sports/high-schools/schedule/?school=notre-dame-cristo-rey&sport=baseball
baseball,Commonwealth,Upper,Greater Lowell,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greater-lowell&sport=baseball
baseball,Commonwealth,Upper,Innovation Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=innovation-academy&sport=baseball
baseball,Commonwealth,Upper,Lowell Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lowell-catholic&sport=baseball
baseball,Commonwealth,Upper,Northeast,https://www.bostonglobe.com/sports/high-schools/schedule/?school=northeast&sport=baseball
baseball,Commonwealth,Upper,Shawsheen,https://www.bostonglobe.com/sports/high-schools/schedule/?school=shawsheen&sport=baseball
baseball,Commonwealth,Upper,Whittier,https://www.bostonglobe.com/sports/high-schools/schedule/?school=whittier&sport=baseball
baseball,Dual County League,Foley,Bedford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bedford&sport=baseball
baseball,Dual County League,Foley,Boston Latin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=boston-latin&sport=baseball
baseball,Dual County League,Foley,Waltham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=waltham&sport=baseball
baseball,Dual County League,Foley,Wayland,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wayland&sport=baseball
baseball,Dual County League,Foley,Weston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=weston&sport=baseball
baseball,Dual County League,Thorpe,Acton-Boxborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=acton-boxborough&sport=baseball
baseball,Dual County League,Thorpe,Cambridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cambridge&sport=baseball
baseball,Dual County League,Thorpe,Concord-Carlisle,https://www.bostonglobe.com/sports/high-schools/schedule/?school=concord-carlisle&sport=baseball
baseball,Dual County League,Thorpe,Lincoln-Sudbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lincoln-sudbury&sport=baseball
baseball,Dual County League,Thorpe,Newton South,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newton-south&sport=baseball
baseball,Dual County League,Thorpe,Westford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westford&sport=baseball
baseball,Eastern Independent League,,Bancroft,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bancroft&sport=baseball
baseball,Eastern Independent League,,Beaver Country Day,https://www.bostonglobe.com/sports/high-schools/schedule/?school=beaver-country-day&sport=baseball
baseball,Eastern Independent League,,Berwick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=berwick&sport=baseball
baseball,Eastern Independent League,,Concord Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=concord-academy&sport=baseball
baseball,Eastern Independent League,,Landmark,https://www.bostonglobe.com/sports/high-schools/schedule/?school=landmark&sport=baseball
baseball,Eastern Independent League,,Lexington Christian,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lexington-christian&sport=baseball
baseball,Eastern Independent League,,Pingree,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pingree&sport=baseball
baseball,Eastern Independent League,,Portsmouth Abbey,https://www.bostonglobe.com/sports/high-schools/schedule/?school=portsmouth-abbey&sport=baseball
baseball,Eastern Independent League,,Wheeler (R.I.),https://www.bostonglobe.com/sports/high-schools/schedule/?school=wheeler-ri&sport=baseball
baseball,Greater Boston League,,Chelsea,https://www.bostonglobe.com/sports/high-schools/schedule/?school=chelsea&sport=baseball
baseball,Greater Boston League,,Everett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=everett&sport=baseball
baseball,Greater Boston League,,Lynn Classical,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-classical&sport=baseball
baseball,Greater Boston League,,Lynn English,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-english&sport=baseball
baseball,Greater Boston League,,Malden,https://www.bostonglobe.com/sports/high-schools/schedule/?school=malden&sport=baseball
baseball,Greater Boston League,,Medford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=medford&sport=baseball
baseball,Greater Boston League,,Revere,https://www.bostonglobe.com/sports/high-schools/schedule/?school=revere&sport=baseball
baseball,Greater Boston League,,Somerville,https://www.bostonglobe.com/sports/high-schools/schedule/?school=somerville&sport=baseball
baseball,Hampshire,,Athol,https://www.bostonglobe.com/sports/high-schools/schedule/?school=athol&sport=baseball
baseball,Hampshire,,Easthampton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=easthampton&sport=baseball
baseball,Hampshire,,Frontier,https://www.bostonglobe.com/sports/high-schools/schedule/?school=frontier&sport=baseball
baseball,Hampshire,,Greenfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greenfield&sport=baseball
baseball,Hampshire,,Hopkins,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hopkins&sport=baseball
baseball,Hampshire,,Mahar,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mahar&sport=baseball
baseball,Hampshire,,Mohawk Trail,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mohawk-trail&sport=baseball
baseball,Hampshire,,Pioneer Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pioneer-valley&sport=baseball
baseball,Hampshire,,Turners Falls,https://www.bostonglobe.com/sports/high-schools/schedule/?school=turners-falls&sport=baseball
baseball,Hockomock,Davenport,Canton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=canton&sport=baseball
baseball,Hockomock,Davenport,Foxborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=foxborough&sport=baseball
baseball,Hockomock,Davenport,North Attleborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=north-attleborough&sport=baseball
baseball,Hockomock,Davenport,Oliver Ames,https://www.bostonglobe.com/sports/high-schools/schedule/?school=oliver-ames&sport=baseball
baseball,Hockomock,Davenport,Stoughton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=stoughton&sport=baseball
baseball,Hockomock,Kelley-Rex,Attleboro,https://www.bostonglobe.com/sports/high-schools/schedule/?school=attleboro&sport=baseball
baseball,Hockomock,Kelley-Rex,Franklin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=franklin&sport=baseball
baseball,Hockomock,Kelley-Rex,King Philip,https://www.bostonglobe.com/sports/high-schools/schedule/?school=king-philip&sport=baseball
baseball,Hockomock,Kelley-Rex,Mansfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mansfield&sport=baseball
baseball,Hockomock,Kelley-Rex,Milford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=milford&sport=baseball
baseball,Hockomock,Kelley-Rex,Sharon,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sharon&sport=baseball
baseball,Hockomock,Kelley-Rex,Taunton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=taunton&sport=baseball
baseball,Independent School League,,BB&N,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bbn&sport=baseball
baseball,Independent School League,,Belmont Hill,https://www.bostonglobe.com/sports/high-schools/schedule/?school=belmont-hill&sport=baseball
baseball,Independent School League,,Brooks,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brooks&sport=baseball
baseball,Independent School League,,Governor’s Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=governors-academy&sport=baseball
baseball,Independent School League,,Groton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=groton&sport=baseball
baseball,Independent School League,,Lawrence Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lawrence-academy&sport=baseball
baseball,Independent School League,,Middlesex,https://www.bostonglobe.com/sports/high-schools/schedule/?school=middlesex&sport=baseball
baseball,Independent School League,,Milton Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=milton-academy&sport=baseball
baseball,Independent School League,,Nobles,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nobles&sport=baseball
baseball,Independent School League,,Rivers,https://www.bostonglobe.com/sports/high-schools/schedule/?school=rivers&sport=baseball
baseball,Independent School League,,Roxbury Latin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=roxbury-latin&sport=baseball
baseball,Independent School League,,St. George’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-georges&sport=baseball
baseball,Independent School League,,St. Mark’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-marks&sport=baseball
baseball,Independent School League,,St. Sebastian’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-sebastians&sport=baseball
baseball,Independent School League,,Tabor,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tabor&sport=baseball
baseball,Independent School League,,Thayer,https://www.bostonglobe.com/sports/high-schools/schedule/?school=thayer&sport=baseball
baseball,Independents,,Advanced Math and Science,https://www.bostonglobe.com/sports/high-schools/schedule/?school=advanced-math-and-science&sport=baseball
baseball,Independents,,Agawam,https://www.bostonglobe.com/sports/high-schools/schedule/?school=agawam&sport=baseball
baseball,Independents,,Amherst-Pelham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=amherst-pelham&sport=baseball
baseball,Independents,,Assabet,https://www.bostonglobe.com/sports/high-schools/schedule/?school=assabet&sport=baseball
baseball,Independents,,Auburn,https://www.bostonglobe.com/sports/high-schools/schedule/?school=auburn&sport=baseball
baseball,Independents,,Austin Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=austin-prep&sport=baseball
baseball,Independents,,Bartlett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bartlett&sport=baseball
baseball,Independents,,Bay Path,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bay-path&sport=baseball
baseball,Independents,,Bishop Connolly,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-connolly&sport=baseball
baseball,Independents,,Blackstone Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=blackstone-valley&sport=baseball
baseball,Independents,,Blackstone-Millville,https://www.bostonglobe.com/sports/high-schools/schedule/?school=blackstone-millville&sport=baseball
baseball,Independents,,Burncoat,https://www.bostonglobe.com/sports/high-schools/schedule/?school=burncoat&sport=baseball
baseball,Independents,,Chicopee,https://www.bostonglobe.com/sports/high-schools/schedule/?school=chicopee&sport=baseball
baseball,Independents,,Commerce,https://www.bostonglobe.com/sports/high-schools/schedule/?school=commerce&sport=baseball
baseball,Independents,,David Prouty,https://www.bostonglobe.com/sports/high-schools/schedule/?school=david-prouty&sport=baseball
baseball,Independents,,Doherty,https://www.bostonglobe.com/sports/high-schools/schedule/?school=doherty&sport=baseball
baseball,Independents,,Douglas,https://www.bostonglobe.com/sports/high-schools/schedule/?school=douglas&sport=baseball
baseball,Independents,,Drury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=drury&sport=baseball
baseball,Independents,,East Longmeadow,https://www.bostonglobe.com/sports/high-schools/schedule/?school=east-longmeadow&sport=baseball
baseball,Independents,,Foxborough Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=foxborough-charter&sport=baseball
baseball,Independents,,Franklin County Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=franklin-county-tech&sport=baseball
baseball,Independents,,Grafton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=grafton&sport=baseball
baseball,Independents,,Granby,https://www.bostonglobe.com/sports/high-schools/schedule/?school=granby&sport=baseball
baseball,Independents,,Holyoke,https://www.bostonglobe.com/sports/high-schools/schedule/?school=holyoke&sport=baseball
baseball,Independents,,Hoosac Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hoosac-valley&sport=baseball
baseball,Independents,,Hopedale,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hopedale&sport=baseball
baseball,Independents,,Keefe Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=keefe-tech&sport=baseball
baseball,Independents,,Lee,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lee&sport=baseball
baseball,Independents,,Leicester,https://www.bostonglobe.com/sports/high-schools/schedule/?school=leicester&sport=baseball
baseball,Independents,,Lenox,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lenox&sport=baseball
baseball,Independents,,Longmeadow,https://www.bostonglobe.com/sports/high-schools/schedule/?school=longmeadow&sport=baseball
baseball,Independents,,MATCH Charter,https://www.bostonglobe.com/sports/high-schools/schedule/?school=match-charter&sport=baseball
baseball,Independents,,Maimonides,https://www.bostonglobe.com/sports/high-schools/schedule/?school=maimonides&sport=baseball
baseball,Independents,,Marianapolis,https://www.bostonglobe.com/sports/high-schools/schedule/?school=marianapolis&sport=baseball
baseball,Independents,,Matignon,https://www.bostonglobe.com/sports/high-schools/schedule/?school=matignon&sport=baseball
baseball,Independents,,McCann Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mccann-tech&sport=baseball
baseball,Independents,,Millbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=millbury&sport=baseball
baseball,Independents,,Minnechaug,https://www.bostonglobe.com/sports/high-schools/schedule/?school=minnechaug&sport=baseball
baseball,Independents,,Monty Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monty-tech&sport=baseball
baseball,Independents,,Monument Mtn.,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monument-mtn&sport=baseball
baseball,Independents,,Mt. Everett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mt-everett&sport=baseball
baseball,Independents,,Mt. Greylock,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mt-greylock&sport=baseball
baseball,Independents,,Nipmuc,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nipmuc&sport=baseball
baseball,Independents,,Northbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=northbridge&sport=baseball
baseball,Independents,,Oxford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=oxford&sport=baseball
baseball,Independents,,Pathfinder,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pathfinder&sport=baseball
baseball,Independents,,Pioneer Valley Christian,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pioneer-valley-christian&sport=baseball
baseball,Independents,,Pittsfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pittsfield&sport=baseball
baseball,Independents,,Pope Francis,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pope-francis&sport=baseball
baseball,Independents,,Putnam,https://www.bostonglobe.com/sports/high-schools/schedule/?school=putnam&sport=baseball
baseball,Independents,,Quaboag,https://www.bostonglobe.com/sports/high-schools/schedule/?school=quaboag&sport=baseball
baseball,Independents,,Saint Joseph Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=saint-joseph-prep&sport=baseball
baseball,Independents,,Smith Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=smith-academy&sport=baseball
baseball,Independents,,Smith Voc.,https://www.bostonglobe.com/sports/high-schools/schedule/?school=smith-voc&sport=baseball
baseball,Independents,,South Shore Christian,https://www.bostonglobe.com/sports/high-schools/schedule/?school=south-shore-christian&sport=baseball
baseball,Independents,,Southbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=southbridge&sport=baseball
baseball,Independents,,Springfield International,https://www.bostonglobe.com/sports/high-schools/schedule/?school=springfield-international&sport=baseball
baseball,Independents,,St. Bernard’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-bernards&sport=baseball
baseball,Independents,,St. Mary (Westfield),https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-mary-westfield&sport=baseball
baseball,Independents,,St. Paul,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-paul&sport=baseball
baseball,Independents,,Sutton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sutton&sport=baseball
baseball,Independents,,Taconic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=taconic&sport=baseball
baseball,Independents,,Tantasqua,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tantasqua&sport=baseball
baseball,Independents,,Uxbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=uxbridge&sport=baseball
baseball,Independents,,Wahconah,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wahconah&sport=baseball
baseball,Independents,,West Springfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=west-springfield&sport=baseball
baseball,Independents,,Westfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westfield&sport=baseball
baseball,Independents,,Westfield Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westfield-tech&sport=baseball
baseball,Independents,,Worcester Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-academy&sport=baseball
baseball,Independents,,Worcester North,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-north&sport=baseball
baseball,Independents,,Worcester South,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-south&sport=baseball
baseball,Independents,,Worcester Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-tech&sport=baseball
baseball,Lakes Region,,Brewster Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brewster-academy&sport=baseball
baseball,Lakes Region,,Holderness,https://www.bostonglobe.com/sports/high-schools/schedule/?school=holderness&sport=baseball
baseball,Lakes Region,,Kimball Union,https://www.bostonglobe.com/sports/high-schools/schedule/?school=kimball-union&sport=baseball
baseball,Lakes Region,,New Hampton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=new-hampton&sport=baseball
baseball,Lakes Region,,Proctor,https://www.bostonglobe.com/sports/high-schools/schedule/?school=proctor&sport=baseball
baseball,Lakes Region,,Tilton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tilton&sport=baseball
