sport,league,conference,team,team_url
field-hockey,Middlesex,Liberty,Winchester,https://www.bostonglobe.com/sports/high-schools/schedule/?school=winchester&sport=field-hockey
field-hockey,Middlesex,Liberty,Woburn,https://www.bostonglobe.com/sports/high-schools/schedule/?school=woburn&sport=field-hockey
field-hockey,Northeastern,Dunn,Beverly,https://www.bostonglobe.com/sports/high-schools/schedule/?school=beverly&sport=field-hockey
field-hockey,Northeastern,Dunn,Danvers,https://www.bostonglobe.com/sports/high-schools/schedule/?school=danvers&sport=field-hockey
field-hockey,Northeastern,Dunn,Marblehead,https://www.bostonglobe.com/sports/high-schools/schedule/?school=marblehead&sport=field-hockey
field-hockey,Northeastern,Dunn,Masconomet,https://www.bostonglobe.com/sports/high-schools/schedule/?school=masconomet&sport=field-hockey
field-hockey,Northeastern,Dunn,Peabody,https://www.bostonglobe.com/sports/high-schools/schedule/?school=peabody&sport=field-hockey
field-hockey,Northeastern,Lynch,Gloucester,https://www.bostonglobe.com/sports/high-schools/schedule/?school=gloucester&sport=field-hockey
field-hockey,Northeastern,Lynch,Saugus,https://www.bostonglobe.com/sports/high-schools/schedule/?school=saugus&sport=field-hockey
field-hockey,Northeastern,Lynch,Swampscott,https://www.bostonglobe.com/sports/high-schools/schedule/?school=swampscott&sport=field-hockey
field-hockey,Patriot,Fisher,Duxbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=duxbury&sport=field-hockey
field-hockey,Patriot,Fisher,Hanover,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hanover&sport=field-hockey
field-hockey,Patriot,Fisher,Pembroke,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pembroke&sport=field-hockey
field-hockey,Patriot,Fisher,Plymouth South,https://www.bostonglobe.com/sports/high-schools/schedule/?school=plymouth-south&sport=field-hockey
field-hockey,Patriot,Fisher,Scituate,https://www.bostonglobe.com/sports/high-schools/schedule/?school=scituate&sport=field-hockey
field-hockey,Patriot,Keenan,Hingham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hingham&sport=field-hockey
field-hockey,Patriot,Keenan,Marshfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=marshfield&sport=field-hockey
field-hockey,Patriot,Keenan,Plymouth North,https://www.bostonglobe.com/sports/high-schools/schedule/?school=plymouth-north&sport=field-hockey
field-hockey,Patriot,Keenan,Silver Lake,https://www.bostonglobe.com/sports/high-schools/schedule/?school=silver-lake&sport=field-hockey
field-hockey,Patriot,Keenan,Whitman-Hanson,https://www.bostonglobe.com/sports/high-schools/schedule/?school=whitman-hanson&sport=field-hockey
field-hockey,South Coast,,Apponequet,https://www.bostonglobe.com/sports/high-schools/schedule/?school=apponequet&sport=field-hockey
field-hockey,South Coast,,Dighton-Rehoboth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dighton-rehoboth&sport=field-hockey
field-hockey,South Coast,,Fairhaven,https://www.bostonglobe.com/sports/high-schools/schedule/?school=fairhaven&sport=field-hockey
field-hockey,South Coast,,Joseph Case,https://www.bostonglobe.com/sports/high-schools/schedule/?school=joseph-case&sport=field-hockey
field-hockey,South Coast,,Old Rochester,https://www.bostonglobe.com/sports/high-schools/schedule/?school=old-rochester&sport=field-hockey
field-hockey,South Coast,,Seekonk,https://www.bostonglobe.com/sports/high-schools/schedule/?school=seekonk&sport=field-hockey
field-hockey,South Coast,,Somerset Berkley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=somerset-berkley&sport=field-hockey
field-hockey,South Coast,,West Bridgewater,https://www.bostonglobe.com/sports/high-schools/schedule/?school=west-bridgewater&sport=field-hockey
field-hockey,South Shore,,Carver,https://www.bostonglobe.com/sports/high-schools/schedule/?school=carver&sport=field-hockey
field-hockey,South Shore,,Cohasset,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cohasset&sport=field-hockey
field-hockey,South Shore,,East Bridgewater,https://www.bostonglobe.com/sports/high-schools/schedule/?school=east-bridgewater&sport=field-hockey
field-hockey,South Shore,,Middleborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=middleborough&sport=field-hockey
field-hockey,South Shore,,Norwell,https://www.bostonglobe.com/sports/high-schools/schedule/?school=norwell&sport=field-hockey
field-hockey,Southeast Conference,,Barnstable,https://www.bostonglobe.com/sports/high-schools/schedule/?school=barnstable&sport=field-hockey
field-hockey,Southeast Conference,,Bridgewater-Raynham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bridgewater-raynham&sport=field-hockey
field-hockey,Southeast Conference,,Dartmouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dartmouth&sport=field-hockey
field-hockey,Suburban,,Agawam,https://www.bostonglobe.com/sports/high-schools/schedule/?school=agawam&sport=field-hockey
field-hockey,Suburban,,Frontier,https://www.bostonglobe.com/sports/high-schools/schedule/?school=frontier&sport=field-hockey
field-hockey,Suburban,,Greenfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greenfield&sport=field-hockey
field-hockey,Suburban,,Longmeadow,https://www.bostonglobe.com/sports/high-schools/schedule/?school=longmeadow&sport=field-hockey
field-hockey,Suburban,,Minnechaug,https://www.bostonglobe.com/sports/high-schools/schedule/?school=minnechaug&sport=field-hockey
field-hockey,Suburban,,South Hadley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=south-hadley&sport=field-hockey
field-hockey,Suburban,,West Springfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=west-springfield&sport=field-hockey
field-hockey,Tri-Valley,Large,Ashland,https://www.bostonglobe.com/sports/high-schools/schedule/?school=ashland&sport=field-hockey
field-hockey,Tri-Valley,Large,Dedham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dedham&sport=field-hockey
field-hockey,Tri-Valley,Large,Holliston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=holliston&sport=field-hockey
field-hockey,Tri-Valley,Large,Hopkinton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hopkinton&sport=field-hockey
field-hockey,Tri-Valley,Large,Norwood,https://www.bostonglobe.com/sports/high-schools/schedule/?school=norwood&sport=field-hockey
field-hockey,Tri-Valley,Large,Westwood,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westwood&sport=field-hockey
field-hockey,Tri-Valley,Small,Bellingham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bellingham&sport=field-hockey
field-hockey,Tri-Valley,Small,Dover-Sherborn,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dover-sherborn&sport=field-hockey
field-hockey,Tri-Valley,Small,Medfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=medfield&sport=field-hockey
field-hockey,Tri-Valley,Small,Medway,https://www.bostonglobe.com/sports/high-schools/schedule/?school=medway&sport=field-hockey
field-hockey,Valley,,East Longmeadow,https://www.bostonglobe.com/sports/high-schools/schedule/?school=east-longmeadow&sport=field-hockey
field-hockey,Valley,,Mahar,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mahar&sport=field-hockey
field-hockey,Valley,,Mohawk Trail,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mohawk-trail&sport=field-hockey
field-hockey,Valley,,Northampton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=northampton&sport=field-hockey
field-hockey,Valley,,Smith Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=smith-academy&sport=field-hockey
field-hockey,Valley,,Southwick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=southwick&sport=field-hockey
field-hockey,Valley,,Turners Falls,https://www.bostonglobe.com/sports/high-schools/schedule/?school=turners-falls&sport=field-hockey
field-hockey,Valley,,Westfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westfield&sport=field-hockey
football,AA,,Chicopee Comprehensive,https://www.bostonglobe.com/sports/high-schools/schedule/?school=chicopee-comprehensive&sport=football
football,AA,,Holyoke,https://www.bostonglobe.com/sports/high-schools/schedule/?school=holyoke&sport=football
football,AA,,Longmeadow,https://www.bostonglobe.com/sports/high-schools/schedule/?school=longmeadow&sport=football
football,AA,,Minnechaug,https://www.bostonglobe.com/sports/high-schools/schedule/?school=minnechaug&sport=football
football,AA,,Springfield Central,https://www.bostonglobe.com/sports/high-schools/schedule/?school=springfield-central&sport=football
football,AA,,Westfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westfield&sport=football
football,Bay State Conference,Carey,Brookline,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brookline&sport=football
football,Bay State Conference,Carey,Framingham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=framingham&sport=football
football,Bay State Conference,Carey,Natick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=natick&sport=football
football,Bay State Conference,Carey,Newton North,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newton-north&sport=football
football,Bay State Conference,Carey,Wellesley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wellesley&sport=football
football,Bay State Conference,Herget,Braintree,https://www.bostonglobe.com/sports/high-schools/schedule/?school=braintree&sport=football
football,Bay State Conference,Herget,Milton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=milton&sport=football
football,Bay State Conference,Herget,Needham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=needham&sport=football
football,Bay State Conference,Herget,Walpole,https://www.bostonglobe.com/sports/high-schools/schedule/?school=walpole&sport=football
football,Bay State Conference,Herget,Weymouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=weymouth&sport=football
football,Big Three,,Brockton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brockton&sport=football
football,Big Three,,Durfee,https://www.bostonglobe.com/sports/high-schools/schedule/?school=durfee&sport=football
football,Big Three,,New Bedford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=new-bedford&sport=football
football,Boston City League,,Brighton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=brighton&sport=football
football,Boston City League,,East Boston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=east-boston&sport=football
football,Boston City League,,English High,https://www.bostonglobe.com/sports/high-schools/schedule/?school=english-high&sport=football
football,Boston City League,,Latin Academy,https://www.bostonglobe.com/sports/high-schools/schedule/?school=latin-academy&sport=football
football,Boston City League,,O'Bryant,https://www.bostonglobe.com/sports/high-schools/schedule/?school=obryant&sport=football
football,Boston City League,,TechBoston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=techboston&sport=football
football,Cape & Islands,Atlantic,Dennis-Yarmouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dennis-yarmouth&sport=football
football,Cape & Islands,Atlantic,Falmouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=falmouth&sport=football
football,Cape & Islands,Atlantic,Nauset,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nauset&sport=football
football,Cape & Islands,Atlantic,Sandwich,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sandwich&sport=football
football,Cape & Islands,Lighthouse,Martha’s Vineyard,https://www.bostonglobe.com/sports/high-schools/schedule/?school=marthas-vineyard&sport=football
football,Cape & Islands,Lighthouse,Monomoy/JP II,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monomoy&sport=football
football,Cape & Islands,Lighthouse,Nantucket,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nantucket&sport=football
football,Cape Ann,Baker,Amesbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=amesbury&sport=football
football,Cape Ann,Baker,Hamilton-Wenham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hamilton-wenham&sport=football
football,Cape Ann,Baker,Ipswich,https://www.bostonglobe.com/sports/high-schools/schedule/?school=ipswich&sport=football
football,Cape Ann,Baker,Lynnfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynnfield&sport=football
football,Cape Ann,Baker,Manchester Essex,https://www.bostonglobe.com/sports/high-schools/schedule/?school=manchester-essex&sport=football
football,Cape Ann,Kinney,Essex Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=essex-tech&sport=football
football,Cape Ann,Kinney,Newburyport,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newburyport&sport=football
football,Cape Ann,Kinney,North Reading,https://www.bostonglobe.com/sports/high-schools/schedule/?school=north-reading&sport=football
football,Cape Ann,Kinney,Pentucket/Georgetown,https://www.bostonglobe.com/sports/high-schools/schedule/?school=pentucket&sport=football
football,Cape Ann,Kinney,Triton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=triton&sport=football
football,Catholic Central,Large,Bishop Feehan,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-feehan&sport=football
football,Catholic Central,Large,St. Mary’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-marys&sport=football
football,Catholic Central,Small,Archbishop Williams,https://www.bostonglobe.com/sports/high-schools/schedule/?school=archbishop-williams&sport=football
football,Catholic Central,Small,Arlington Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=arlington-catholic&sport=football
football,Catholic Central,Small,Bishop Fenwick,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-fenwick&sport=football
football,Catholic Central,Small,Bishop Stang,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bishop-stang&sport=football
football,Catholic Central,Small,Cardinal Spellman,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cardinal-spellman&sport=football
football,Catholic Central,Small,Cathedral,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cathedral&sport=football
football,Catholic Conference,,BC High,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bc-high&sport=football
football,Catholic Conference,,Catholic Memorial,https://www.bostonglobe.com/sports/high-schools/schedule/?school=catholic-memorial&sport=football
football,Catholic Conference,,Malden Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=malden-catholic&sport=football
football,Catholic Conference,,St. John’s (Shrewsbury),https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-johns-shrewsbury&sport=football
football,Catholic Conference,,St. John’s Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-johns-prep&sport=football
football,Catholic Conference,,Xaverian,https://www.bostonglobe.com/sports/high-schools/schedule/?school=xaverian&sport=football
football,Central Mass. Athletic Conference,A,Auburn,https://www.bostonglobe.com/sports/high-schools/schedule/?school=auburn&sport=football
football,Central Mass. Athletic Conference,A,Doherty,https://www.bostonglobe.com/sports/high-schools/schedule/?school=doherty&sport=football
football,Central Mass. Athletic Conference,A,Tantasqua,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tantasqua&sport=football
football,Central Mass. Athletic Conference,A,Worcester South,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-south&sport=football
football,Central Mass. Athletic Conference,B,Bay Path,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bay-path&sport=football
football,Central Mass. Athletic Conference,B,Blackstone Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=blackstone-valley&sport=football
football,Central Mass. Athletic Conference,B,Millbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=millbury&sport=football
football,Central Mass. Athletic Conference,B,Northbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=northbridge&sport=football
football,Central Mass. Athletic Conference,B,Uxbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=uxbridge&sport=football
football,Central Mass. Athletic Conference,C,Assabet,https://www.bostonglobe.com/sports/high-schools/schedule/?school=assabet&sport=football
football,Central Mass. Athletic Conference,C,Burncoat,https://www.bostonglobe.com/sports/high-schools/schedule/?school=burncoat&sport=football
football,Central Mass. Athletic Conference,C,Monty Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=monty-tech&sport=football
football,Central Mass. Athletic Conference,C,Nipmuc,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nipmuc&sport=football
football,Central Mass. Athletic Conference,D,Blackstone-Millville/Hopedale,https://www.bostonglobe.com/sports/high-schools/schedule/?school=blackstone-millville&sport=football
football,Central Mass. Athletic Conference,D,Leicester,https://www.bostonglobe.com/sports/high-schools/schedule/?school=leicester&sport=football
football,Central Mass. Athletic Conference,D,Oxford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=oxford&sport=football
football,Central Mass. Athletic Conference,D,St. Bernard’s,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-bernards&sport=football
football,Central Mass. Athletic Conference,D,St. Paul,https://www.bostonglobe.com/sports/high-schools/schedule/?school=st-paul&sport=football
football,Central Mass. Athletic Conference,E,Bartlett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bartlett&sport=football
football,Central Mass. Athletic Conference,E,Quaboag,https://www.bostonglobe.com/sports/high-schools/schedule/?school=quaboag&sport=football
football,Central Mass. Athletic Conference,E,Worcester North,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-north&sport=football
football,Central Mass. Athletic Conference,E,Worcester Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=worcester-tech&sport=football
football,Central Mass. Athletic Conference,F,Abby Kelley Foster,https://www.bostonglobe.com/sports/high-schools/schedule/?school=abby-kelley-foster&sport=football
football,Central Mass. Athletic Conference,F,David Prouty,https://www.bostonglobe.com/sports/high-schools/schedule/?school=david-prouty&sport=football
football,Central Mass. Athletic Conference,F,Keefe Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=keefe-tech&sport=football
football,Central Mass. Athletic Conference,F,Southbridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=southbridge&sport=football
football,Commonwealth,Division 1,Greater Lawrence,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greater-lawrence&sport=football
football,Commonwealth,Division 1,Greater Lowell,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greater-lowell&sport=football
football,Commonwealth,Division 1,Northeast,https://www.bostonglobe.com/sports/high-schools/schedule/?school=northeast&sport=football
football,Commonwealth,Division 1,Shawsheen,https://www.bostonglobe.com/sports/high-schools/schedule/?school=shawsheen&sport=football
football,Commonwealth,Division 2,Lynn Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-tech&sport=football
football,Commonwealth,Division 2,Minuteman,https://www.bostonglobe.com/sports/high-schools/schedule/?school=minuteman&sport=football
football,Commonwealth,Division 2,Nashoba Valley Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=nashoba-valley-tech&sport=football
football,Commonwealth,Division 2,Whittier,https://www.bostonglobe.com/sports/high-schools/schedule/?school=whittier&sport=football
football,Commonwealth,Division 3,KIPP,https://www.bostonglobe.com/sports/high-schools/schedule/?school=kipp&sport=football
football,Commonwealth,Division 3,Lowell Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lowell-catholic&sport=football
football,Dual County League,Foley,Acton-Boxborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=acton-boxborough&sport=football
football,Dual County League,Foley,Boston Latin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=boston-latin&sport=football
football,Dual County League,Foley,Cambridge,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cambridge&sport=football
football,Dual County League,Foley,Newton South,https://www.bostonglobe.com/sports/high-schools/schedule/?school=newton-south&sport=football
football,Dual County League,Foley,Weston,https://www.bostonglobe.com/sports/high-schools/schedule/?school=weston&sport=football
football,Dual County League,Thorpe,Bedford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bedford&sport=football
football,Dual County League,Thorpe,Concord-Carlisle,https://www.bostonglobe.com/sports/high-schools/schedule/?school=concord-carlisle&sport=football
football,Dual County League,Thorpe,Lincoln-Sudbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lincoln-sudbury&sport=football
football,Dual County League,Thorpe,Waltham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=waltham&sport=football
football,Dual County League,Thorpe,Wayland,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wayland&sport=football
football,Dual County League,Thorpe,Westford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westford&sport=football
football,Evergreen,Bonnefond,Cushing,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cushing&sport=football
football,Evergreen,Bonnefond,Hyde,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hyde&sport=football
football,Evergreen,Bonnefond,Kents Hill,https://www.bostonglobe.com/sports/high-schools/schedule/?school=kents-hill&sport=football
football,Evergreen,Clements,Tilton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tilton&sport=football
football,Founders League,,Westminster,https://www.bostonglobe.com/sports/high-schools/schedule/?school=westminster&sport=football
football,Greater Boston League,,Chelsea,https://www.bostonglobe.com/sports/high-schools/schedule/?school=chelsea&sport=football
football,Greater Boston League,,Lynn Classical,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-classical&sport=football
football,Greater Boston League,,Lynn English,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lynn-english&sport=football
football,Greater Boston League,,Malden,https://www.bostonglobe.com/sports/high-schools/schedule/?school=malden&sport=football
football,Greater Boston League,,Medford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=medford&sport=football
football,Greater Boston League,,Revere,https://www.bostonglobe.com/sports/high-schools/schedule/?school=revere&sport=football
football,Greater Boston League,,Somerville,https://www.bostonglobe.com/sports/high-schools/schedule/?school=somerville&sport=football
football,Hockomock,Davenport,Canton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=canton&sport=football
football,Hockomock,Davenport,Foxborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=foxborough&sport=football
football,Hockomock,Davenport,Mansfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mansfield&sport=football
football,Hockomock,Davenport,North Attleborough,https://www.bostonglobe.com/sports/high-schools/schedule/?school=north-attleborough&sport=football
football,Hockomock,Davenport,Oliver Ames,https://www.bostonglobe.com/sports/high-schools/schedule/?school=oliver-ames&sport=football
football,Hockomock,Davenport,Stoughton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=stoughton&sport=football
football,Hockomock,Kelley-Rex,Attleboro,https://www.bostonglobe.com/sports/high-schools/schedule/?school=attleboro&sport=football
football,Hockomock,Kelley-Rex,Franklin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=franklin&sport=football
football,Hockomock,Kelley-Rex,King Philip,https://www.bostonglobe.com/sports/high-schools/schedule/?school=king-philip&sport=football
football,Hockomock,Kelley-Rex,Milford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=milford&sport=football
football,Hockomock,Kelley-Rex,Sharon,https://www.bostonglobe.com/sports/high-schools/schedule/?school=sharon&sport=football
football,Hockomock,Kelley-Rex,Taunton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=taunton&sport=football
football,Independents,,Everett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=everett&sport=football
football,Independents,,Roxbury Prep,https://www.bostonglobe.com/sports/high-schools/schedule/?school=roxbury-prep&sport=football
football,Intercounty,North,Athol,https://www.bostonglobe.com/sports/high-schools/schedule/?school=athol&sport=football
football,Intercounty,North,Franklin County Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=franklin-county-tech&sport=football
football,Intercounty,North,Greenfield,https://www.bostonglobe.com/sports/high-schools/schedule/?school=greenfield&sport=football
football,Intercounty,North,Mahar,https://www.bostonglobe.com/sports/high-schools/schedule/?school=mahar&sport=football
football,Intercounty,North,Palmer,https://www.bostonglobe.com/sports/high-schools/schedule/?school=palmer&sport=football
football,Intercounty,North,Ware,https://www.bostonglobe.com/sports/high-schools/schedule/?school=ware&sport=football
football,Intercounty,South,Belchertown,https://www.bostonglobe.com/sports/high-schools/schedule/?school=belchertown&sport=football
football,Intercounty,South,Commerce,https://www.bostonglobe.com/sports/high-schools/schedule/?school=commerce&sport=football
football,Intercounty,South,Easthampton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=easthampton&sport=football
football,Intercounty,South,Frontier,https://www.bostonglobe.com/sports/high-schools/schedule/?school=frontier&sport=football
football,Intercounty,South,Hoosac Valley,https://www.bostonglobe.com/sports/high-schools/schedule/?school=hoosac-valley&sport=football
football,Intercounty,South,Lee,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lee&sport=football
football,Mayflower Athletic Conference,Vocational Large,Blue Hills,https://www.bostonglobe.com/sports/high-schools/schedule/?school=blue-hills&sport=football
football,Mayflower Athletic Conference,Vocational Large,Bristol-Plymouth,https://www.bostonglobe.com/sports/high-schools/schedule/?school=bristol-plymouth&sport=football
football,Mayflower Athletic Conference,Vocational Large,Diman,https://www.bostonglobe.com/sports/high-schools/schedule/?school=diman&sport=football
football,Mayflower Athletic Conference,Vocational Large,Old Colony,https://www.bostonglobe.com/sports/high-schools/schedule/?school=old-colony&sport=football
football,Mayflower Athletic Conference,Vocational Large,South Shore Voc-Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=south-shore-voc-tech&sport=football
football,Mayflower Athletic Conference,Vocational Large,Southeastern,https://www.bostonglobe.com/sports/high-schools/schedule/?school=southeastern&sport=football
football,Mayflower Athletic Conference,Vocational Large,Tri-County,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tri-county&sport=football
football,Mayflower Athletic Conference,Vocational Small,Atlantis,https://www.bostonglobe.com/sports/high-schools/schedule/?school=atlantis-charter&sport=football
football,Mayflower Athletic Conference,Vocational Small,Cape Cod Tech,https://www.bostonglobe.com/sports/high-schools/schedule/?school=cape-cod-tech&sport=football
football,Mayflower Athletic Conference,Vocational Small,Holbrook / Avon,https://www.bostonglobe.com/sports/high-schools/schedule/?school=holbrook&sport=football
football,Mayflower Athletic Conference,Vocational Small,Upper Cape,https://www.bostonglobe.com/sports/high-schools/schedule/?school=upper-cape&sport=football
football,Mayflower Athletic Conference,Vocational Small,Wareham,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wareham&sport=football
football,Merrimack Valley,Division 1,Andover,https://www.bostonglobe.com/sports/high-schools/schedule/?school=andover&sport=football
football,Merrimack Valley,Division 1,Central Catholic,https://www.bostonglobe.com/sports/high-schools/schedule/?school=central-catholic&sport=football
football,Merrimack Valley,Division 1,Haverhill,https://www.bostonglobe.com/sports/high-schools/schedule/?school=haverhill&sport=football
football,Merrimack Valley,Division 1,Lawrence,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lawrence&sport=football
football,Merrimack Valley,Division 1,Methuen,https://www.bostonglobe.com/sports/high-schools/schedule/?school=methuen&sport=football
football,Merrimack Valley,Division 2,Billerica,https://www.bostonglobe.com/sports/high-schools/schedule/?school=billerica&sport=football
football,Merrimack Valley,Division 2,Chelmsford,https://www.bostonglobe.com/sports/high-schools/schedule/?school=chelmsford&sport=football
football,Merrimack Valley,Division 2,Dracut,https://www.bostonglobe.com/sports/high-schools/schedule/?school=dracut&sport=football
football,Merrimack Valley,Division 2,Lowell,https://www.bostonglobe.com/sports/high-schools/schedule/?school=lowell&sport=football
football,Merrimack Valley,Division 2,North Andover,https://www.bostonglobe.com/sports/high-schools/schedule/?school=north-andover&sport=football
football,Merrimack Valley,Division 2,Tewksbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=tewksbury&sport=football
football,Mid-Wach,A,Algonquin,https://www.bostonglobe.com/sports/high-schools/schedule/?school=algonquin&sport=football
football,Mid-Wach,A,Grafton,https://www.bostonglobe.com/sports/high-schools/schedule/?school=grafton&sport=football
football,Mid-Wach,A,Leominster,https://www.bostonglobe.com/sports/high-schools/schedule/?school=leominster&sport=football
football,Mid-Wach,A,Shepherd Hill,https://www.bostonglobe.com/sports/high-schools/schedule/?school=shepherd-hill&sport=football
football,Mid-Wach,A,Shrewsbury,https://www.bostonglobe.com/sports/high-schools/schedule/?school=shrewsbury&sport=football
football,Mid-Wach,A,Wachusett,https://www.bostonglobe.com/sports/high-schools/schedule/?school=wachusett&sport=football
football,Mid-Wach,B,Fitchburg,https://www.bostonglobe.com/sports/high-schools/schedule/?school=fitchburg&sport=football
