team,elo
Wayland,1471.622394126755
Worcester Academy,1470.2477257170594
Mt. Greylock,1469.5450568888887
Beaver Country Day,1469.1724030504142
Pembroke,1467.2012008255565
BB&N,1467.1515927103076
Greenfield,1465.3372855233551
Seekonk,1463.5546737032078
Bishop Feehan,1463.3695735420195
Brattleboro (Vt.),1463.1316983003808
Palmer,1463.0222447398999
Franklin,1462.5855253210814
Pingree,1462.5462765483908
North Andover,1462.380745519069
Hingham,1461.6674773504944
Ethel Walker,1461.374540258974
Bay Path,1460.9957389836818
Mansfield,1459.574984112638
Commerce,1458.0150042281741
Plymouth North,1456.8905443096126
Quaboag,1456.7561405971358
Neighborhood House Charter/Codman Charter,1455.241442503133
Deerfield,1455.2255314490642
Miss Porter’s,1455.159015693887
Housatonic Regional (Conn.),1454.9682585805963
Boston Collegiate,1453.8576286153816
North Brookfield,1451.4322026358668
Boston Prep,1451.1673200721796
Franklin County Tech,1451.0211164829968
Marlborough,1450.5431349944577
Gardner,1450.4818320604427
Everett,1450.0813202074644
Canton,1448.5064359181836
Ruth Batson Academy,1448.2249360546573
Salem Academy,1448.0345110715182
Springfield International,1447.2348692392293
Charlestown,1446.9373545940778
Norwell,1443.7038275294349
Keefe Tech,1439.5212480512926
Saugus,1438.0447038795285
Thayer,1433.4935629024144
Rivers,1431.5220274848264
St. Mark’s,1428.8985280339923
Cambridge,1428.0327582763637
Renaissance,1428.0239656305887
Fontbonne,1427.8605126062025
Ipswich,1427.8319603589591
Rockland,1424.968565892641
Whittier,1420.1114106385317
Notre Dame Cristo Rey,1419.5799422617536
Fitchburg,1419.4946098506878
Salem,1415.391468890121
Nashoba Valley Tech,1414.2841442541167
Uxbridge,1412.754399773175
Foxborough Charter,1412.7189410271303
Ware,1412.3085494036388
Falmouth,1411.6361299896002
Ayer Shirley,1410.818773164015
Winthrop,1410.7326399388394
Triton,1408.4736841877473
Leicester,1406.908496856468
Brighton,1406.6180978645789
Natick,1402.506109586131
Westwood,1402.313848411075
Bishop Fenwick,1397.8758927615177
North Middlesex,1397.643236936112
Norfolk Aggie,1396.6865073914314
Amesbury,1396.5347654184134
Concord-Carlisle,1394.5505902170828
Cristo Rey,1393.6492753796456
Southeastern,1392.1044410934471
Governor’s Academy,1391.9674082512868
Newburyport,1391.5618979853823
Norwood,1388.2785019113608
Burlington,1385.6775502762357
Arlington Catholic,1381.8730147468232
Pope Francis,1381.1756652543404
Dennis-Yarmouth,1377.951147598443
Somerville,1376.3400200186925
Littleton,1372.1153176288335
Millis,1371.2790497609944
Randolph,1367.0604565157128
Hudson,1366.6149718078432
Shawsheen,1363.753105348704
Drury,1362.8985928874986
Nantucket,1361.649725910737
Martha’s Vineyard,1360.807096015509
Pacific Rim Charter,1360.7526419648952
South Shore Voc-Tech,1359.6630066171647
Lynn Tech/KIPP,1353.411736549312
West Springfield,1352.6363862937587
Pittsfield,1351.376958627494
Carver,1349.4412720966143
Hanover,1348.7801968165477
Doherty,1347.0186356845943
Oliver Ames,1346.2109769449378
Fenway,1343.210804038164
Bromfield,1343.1008441602978
Cathedral,1342.522693811134
Atlantis Charter,1342.2665795458445
Hampden Charter East,1341.0057132852953
Chelsea,1338.498116235562
Worcester South,1336.3470390645464
Melrose,1335.561478265167
Gateway,1334.7697299970648
MATCH Charter,1331.2923452091288
Lynn English,1330.8342478899149
Belmont,1328.8863081556078
Worcester Tech,1324.1784612657225
Worcester North,1322.7422489949718
South Hadley,1322.3888974248805
Dracut,1321.8761364057032
Mystic Valley,1319.3104045243092
Pathfinder,1317.7064462037504
Avon,1316.990463900803
Sharon,1313.218541109487
Westborough,1309.5250813529253
Grafton,1307.3913026134212
Northeast,1306.7824213709894
Waltham,1305.3391715616383
Springfield Central,1305.0879041817666
Framingham,1303.5496194384489
Mashpee,1298.544647575874
Blackstone-Millville,1295.9212489642814
Barnstable,1294.6063638941407
Boston United,1294.4731898468513
Malden,1292.8902294659904
Durfee,1292.6541337886918
Holliston,1291.7991132825155
Bourne,1290.8625470604507
Athol,1286.3446777943316
Taconic,1285.6180691504376
Bartlett,1279.0653128742986
Lee,1275.7235483400539
Scituate,1271.8934259381583
Notre Dame (Hingham),1270.8890926281902
Old Rochester,1270.5872167473233
Hull,1259.4809071403693
Brockton,1248.603235139318
Murdock,1245.4713239998175
Southbridge,1245.352749699242
Mt. Everett,1245.1888030166813
Watertown,1244.6023760164524
Medway,1236.8735027620214
Swampscott,1229.8982605727633
Brookline,1215.2044165920092
New Mission,1214.4767402188636
North Quincy/Quincy,1207.5597337423528
Boston Latin,1186.5748545214417
Lawrence,1179.461104626464
