date,game_id,status,home_team,home_team_id,home_score,home_outcome,visitor_team,visitor_team_id,visitor_score,visitor_outcome,home_conference,visitor_conference,time,overtime,is_shootout_win,season,home_elo_pre,away_elo_pre,home_elo_post,away_elo_post,home_win_prob,away_win_prob,pred_point_spread,actual_point_spread
2026-01-08,78233,UPCOMING,Nashoba,4267,,,Lincoln-Sudbury,4211,,,Mass. Bay West,Mass. Bay West,,,0,2026,1500.0,1500.0,,,0.5714631174083814,0.4285368825916186,2.0,
2026-01-08,78234,UPCOMING,Bedford,4031,,,Lincoln-Sudbury,4211,,,Mass. Bay West,Mass. Bay West,,,0,2026,1500.0,1500.0,,,0.5714631174083814,0.4285368825916186,2.0,
